1190.5,1353.9,1179.8,1188.1,1658.4,1391,Inf,1778.4,1451.4,1607.8,0,3465.2,1446.2,1317.7,1444,212.44,1047.5,1464.5,1683.3,1380.3,643.33,848.77,1466.5,1680.1,1310.3,1363.8,Inf,3486.9,255.22,1341.8,818.8,Inf,1599.8,1234.1,1454.6,1649.5,577.03,1587.5,1178.2,693.34,1612.9,1793.7,1750.4,1423,1640.7,Inf,1119.6,7350.1,1800,1286.7,1252.2,1591.8,1404.2,1235.9,1708.8,Inf,382.27,1614.2,1865.9,1711.3,483.75,1431.2,1075,Inf,1309.5,1467,507.44,3601.7,1088.5,1524.8,1095.9,1753.5,1995.3,1251.5,1549.8,1761.1,1739.1,Inf,1906,Inf,1340.2,1249,560.99,970.81,3604.3,851.33,3464.2,1260.5,1694.5,Inf,1782.2,1190.5,1462.3,1886.7,1478.3,1545.5,916.78,1584.3,703.15,1503.1
4655.5,4782.7,Inf,4633.8,5117.9,4845.9,5261.7,5242.8,Inf,5065.6,3465.2,0,4911.4,4765.2,4904.2,3364.6,4488.6,4929.5,5139.8,4833.6,2892.5,4303.1,Inf,5144.8,4700.1,2291.7,4306.4,283.33,3385.7,Inf,4259.4,3274.2,2063.5,2401.6,4866.8,5112.5,2926.9,5038.7,4200.3,4152.9,5048.2,4946.2,5203.6,4854,Inf,5144.6,2458.2,3903.6,5258.3,2406.7,4703.3,5024.9,Inf,4668,5161.8,3884.7,3112.5,5077.6,Inf,5110,3948.5,4881.9,4525.8,4537.8,4707.9,4928.5,Inf,750.07,Inf,Inf,4517.6,5205.8,5451.9,Inf,5003.6,Inf,5202.5,Inf,5276.3,4362.1,4698.6,4709.6,2943.1,4425.5,Inf,4300.7,600.27,4704.2,5159.7,4909.6,5244.4,Inf,4899.8,5199.5,4943.4,Inf,4374,5031,4161.7,4964.4
257.01,829.5,828.58,653.2,294.6,446.31,648.39,339.1,2873.5,326.09,1446.2,4911.4,0,Inf,249.17,1557,713.12,38.466,390.31,254.42,2056.7,682.58,270.28,Inf,1008.1,2773.7,760.38,4931.2,1540.1,149.31,794.47,Inf,3023.5,2640.4,955.84,239.05,2006.8,348.66,1459.2,774.55,829.96,1178,531.16,416.2,Inf,Inf,2540,8791,405.93,2674.5,Inf,478.16,2807.4,783.82,528.58,1026.8,Inf,183.98,948.65,686.63,963.34,572.5,601.51,559.13,Inf,205.98,1806.8,5032.8,653.63,92.427,831.39,562.36,587.44,295.45,478.31,370.1,311.91,5343,887.81,562.21,1113.3,223.11,1990.2,592.86,5050.4,623.73,4899.7,680.34,248.38,835.09,364.32,899.33,397.11,1011.9,32.523,382.8,594.55,672.28,771.83,207.49
605.61,201.72,221.89,131.42,457.75,185.77,Inf,842.06,2766.5,385.65,1317.7,4765.2,Inf,0,383.21,1448.4,276.67,Inf,413.61,876.96,1949.3,470.49,898.17,783.37,379.19,2674.1,459.45,4770.9,1438.6,747.78,506.39,1668.2,2915.7,2542,332.01,831.14,1891.8,977.09,866.47,635.09,314.75,Inf,441.1,1042,Inf,667.05,2432.9,8663.1,Inf,2586,85.019,1107,2711.8,162.52,399.19,923.09,1695.1,Inf,562.34,1315.6,853.2,120.03,243.29,240.51,347.13,428.09,1723,4842.9,230.56,704.72,274.03,441.4,703.19,865.78,255.3,949.66,859.2,5166.9,1515.4,486.45,484.55,Inf,1875.3,353.51,4900.1,778.76,Inf,69.449,729.52,1462,913.42,281.51,1024.4,1640.8,626.52,Inf,418.19,266.76,621.65,Inf
308.01,581.1,592.15,Inf,214.44,198.22,455.05,473.48,2879.7,166.71,1444,4904.2,249.17,383.21,0,1560.7,519.98,Inf,246.3,500.24,2061.5,607.58,519.45,404.56,760.89,2781.4,635.42,4917.2,1544.5,373.92,678.98,1725.5,3029.7,2648,706.68,448.43,2010.7,595.66,1234.5,751.46,582.49,1427,350.99,664.54,240.34,304.49,2545.7,8794.1,356.14,2684.7,330.59,726.91,2816.1,Inf,327.51,1027.2,1814.8,199.27,718.79,934.83,960.83,323.34,429.12,399.54,728.79,45.337,1814.7,5005.1,Inf,322.26,608.94,371.24,Inf,504.74,234.57,569.44,482.1,5322,1132.9,543.9,865.55,389.98,1994.1,489.59,5041.3,655.47,Inf,438.87,358.91,1084.1,537.52,660.02,646.19,1260.3,245.13,631.75,Inf,425.74,742.55,65.975
1300,1499.2,1331.1,1322.6,1775.1,1511.7,1935.5,1883.9,1321,1725,212.44,3364.6,1557,1448.4,1560.7,0,1189.1,1573.5,1801,1469.4,502.11,978.06,1556.7,1786.5,1474.2,1226.2,1008.1,3398,50.61,1443.1,966.86,406.91,1470.8,1093.8,1607,1751.9,450.01,1674.2,1389.6,815.77,1750.7,1735.5,1870.9,1491.2,Inf,1792,986.83,7234,Inf,1138,1379.5,1662.1,1263.5,1381,1829.9,534.01,254.31,1729.2,2004.1,1758.3,601.38,1557.1,1205.2,1211.3,1470.2,1583.4,304.84,3536.8,1223.8,1632.6,1250.2,Inf,2112.4,1335.9,1670.7,1857.9,1842.2,3825.2,1938.5,1017.4,1513,Inf,433.34,1096.9,3506.6,937.21,3393.7,1396.1,1804.2,1596.1,1882.7,1348.9,1536,1891.3,1589.5,1625.9,1039.2,1713.3,827.53,1619.5
646.13,310.87,170.23,145.34,679.83,380.84,773.19,990.09,Inf,614.15,1047.5,4488.6,713.12,276.67,519.98,1189.1,0,751.13,669.89,928.27,Inf,237.64,960.13,912.65,364.77,2409.5,184.12,4494.3,1184.5,800.27,230.39,1444.4,2647.3,2278.5,428.93,942.03,Inf,1053.5,752.73,408.62,565.48,1846.9,716.76,1090.5,760.16,824.31,2166.4,8386.7,797.01,2326.1,223.01,1172.2,2448.6,193.43,674.84,688.44,Inf,718.23,818.42,1380.5,618.78,394.33,116.67,162.68,341,562.24,1474.4,4567.2,61.446,800.58,Inf,717.86,974.1,Inf,521.44,Inf,991.13,4890.7,1589.3,400.11,459.7,788.52,1607.8,198.65,4623.5,751.07,4441.9,215.84,875.96,1506.4,1047.1,231.39,1077.8,1700.6,720.67,1077.4,Inf,542.78,387.77,584.48
Inf,867.23,866.97,691.66,315.55,484.01,676.89,316.14,2889.5,357.4,1464.5,4929.5,38.466,Inf,Inf,1573.5,751.13,0,417.14,222.28,Inf,713.58,Inf,217.6,Inf,2789.7,795.07,4950.3,1556.4,142.59,828.34,1724,3039.5,2656.3,Inf,206.44,2023.1,310.41,1497.6,798.3,866.82,Inf,559.31,380.11,Inf,219.19,2556.1,Inf,413.03,2690.2,601.51,Inf,2823.2,822.06,559.58,1044.8,1827.8,187.59,981.61,Inf,982.29,610.02,Inf,Inf,1013.9,243.34,1822.8,5053.8,691.76,62.335,869.84,591.55,585.63,284.9,514.91,336.83,284.46,5363,849.49,586.53,1151.1,231.02,Inf,626.96,5068.8,639.5,4920.2,718.55,230.73,797.88,335.2,937.67,359.97,974.08,42.495,345.12,624.98,709.02,796.59,243.63
545,530.32,627.56,530.22,108.78,295.34,260.08,525.64,Inf,80.628,1683.3,5139.8,390.31,413.61,246.3,1801,669.89,417.14,0,639.28,2302.3,836.73,639.55,486.95,708.73,3023.3,838.53,5149.4,1785.3,536.78,885.3,1970.3,3271,2890,617.07,544.05,2250.8,703.22,1253.7,990,473.16,1540.3,142.54,791.06,294.25,358.06,2786.8,9033.4,129.4,2927.4,447.09,835.55,3058.4,560.82,148.85,1267.2,2054.7,254.62,571.7,1040.9,1200.5,298.48,617.74,603.11,679.08,238.38,2057.2,5229.1,616.64,436.34,687.64,175.91,312.16,681.18,160.73,650.1,555.89,5549.9,Inf,783.65,Inf,585.04,2234.2,714.34,5275.9,901.37,Inf,482.96,423.89,1199.4,605.14,671.96,766.31,1365.9,Inf,742.65,Inf,318.18,980.29,210.14
290.68,1078.6,1068.7,890.95,536.13,695.91,899.14,421.81,2777,579.21,1380.3,4833.6,254.42,876.96,500.24,1469.4,928.27,222.28,639.28,0,Inf,798.62,87.326,329.38,1255.7,2676.9,918.5,4862.5,1449.8,129.33,939.96,1610.3,Inf,2543.6,1205.6,288.72,1915,207.34,1680.6,797.2,1082.5,927.79,781.55,165,382.13,372.18,2443.9,8696.4,619.26,2576.9,805.98,257.13,2710.3,1028.1,781.59,966.12,1722.8,398.63,1202.9,456.9,Inf,822.53,811.63,765.71,1223.8,458.53,1710.7,4981.9,873.4,219.87,Inf,813.83,770.62,134.47,731.58,Inf,Inf,Inf,671.61,612.44,1361.3,Inf,1898.4,752.85,4974.9,533.01,4844.3,925.57,359.26,585,Inf,1140.8,149.55,772.41,264.51,177.05,Inf,925.14,806.87,461.67
Inf,Inf,Inf,1822.2,2275.7,2013.8,2437.6,2381.5,818.97,2226.1,643.33,2892.5,2056.7,1949.3,2061.5,502.11,Inf,Inf,2302.3,Inf,0,1478.8,Inf,2284.7,1953.5,Inf,1502.4,2946.8,517.04,Inf,1458.9,403.35,968.86,593.13,2096.9,2248.7,104,2164.1,1732.5,1317.7,2249.4,2076.6,2372.9,1972.5,Inf,2291.7,484.76,6734.8,2417.6,643.33,1881.1,2142.4,Inf,1875.6,2331.9,1035.8,262.31,2229.2,2502.8,2220,1103.4,2059,1706,Inf,1952.8,2083.8,258.2,3129.5,1722.9,2131.5,1738.3,2377.1,2613.2,1827.6,2172.7,2351.9,2339,Inf,2383.9,1518.9,1981.6,1845.3,109.04,1598.5,Inf,1433.5,2977,1895.4,2303.4,2017.7,2378.4,1833.6,2019.9,2308.8,2089.2,2112.8,1541.3,2214.7,1329.2,2119.9
Inf,539.08,406.29,346.03,817.09,543.37,962.95,1014.3,2296.2,763.03,848.77,4303.1,682.58,470.49,607.58,978.06,237.64,713.58,836.73,798.62,1478.8,0,852.31,920.21,595.61,2203.6,140.56,4313.4,969.03,686.56,149.63,1213.8,2445.5,2071.5,663.95,920.01,1421.7,965.01,927.03,172.96,774.63,Inf,902.5,943.57,827.53,Inf,1962.5,8197.5,955.73,2115.8,403.43,1055.3,Inf,425.74,860.84,Inf,Inf,794.18,1027.6,1253.2,388.98,582.47,227.21,235.95,575.04,636.44,Inf,4398.1,249.5,774.41,356.58,Inf,1148.9,746.65,701.94,Inf,993.72,4716.1,1469.4,207.79,682.02,644.45,1405.2,122.51,4439.3,556.7,4269.2,Inf,910.5,1337.7,1046.8,458.84,943.01,1555.7,705.61,967.76,89.846,736.26,Inf,670.81
343.54,1099.4,1093.2,915.89,532.07,716.43,898.91,336.95,2864,586.28,1466.5,Inf,270.28,898.17,519.45,1556.7,960.13,Inf,639.55,87.326,Inf,852.31,0,252.22,1277.3,2763.9,Inf,4949.5,1537.1,166.06,988.92,1697.2,3013.9,2630.6,1226.1,205.33,2002.3,123.47,1712.7,869.07,1099.6,907.82,781.81,152.75,357.27,323.54,2530.9,8783.5,594.7,2663.9,828.98,212.06,2797.2,1051,Inf,1051.3,1810.1,387.22,1210,420.72,1000.1,842.78,844.05,798.62,1245.3,476.18,1797.8,5068,903.66,203.26,1089.5,815.46,725.23,221.62,747.67,302.83,292.47,5369.4,629.69,676.25,1382.7,227.89,1985.7,796.44,5062.1,620.16,4930.7,947.93,292.67,565.03,330.03,1164.9,127.43,743.91,274.77,117.82,763.33,941.8,876.61,476.39
489.92,973.48,996.15,830.29,378.61,597.74,738.42,98.594,3101.1,442.04,1680.1,5144.8,Inf,783.37,404.56,1786.5,912.65,217.6,486.95,329.38,2284.7,920.21,252.22,0,1155.4,3001.1,Inf,5166.6,1768.9,344.17,1024.6,1934.6,3251.1,2867.8,1091.4,61.52,2235.5,227.43,1639.1,1015.4,Inf,1059.4,624.92,381.04,193.29,128.9,Inf,9019.4,408.29,2901.3,Inf,355.72,3034.5,944.39,635.61,1260.5,Inf,235.19,1055.9,554.37,1198.8,Inf,809.03,770.85,1123.5,359.31,2034.4,Inf,851.43,155.95,1012.7,659.64,499.21,460.54,608.99,166.51,78.483,5580,747.05,803.29,1258.2,439.45,2218.9,Inf,5284.3,851.18,5137.4,841.8,63.616,724.96,Inf,1062.9,337.93,878.93,214.88,277.64,833.26,801.75,1013.1,349.39
982.33,182.67,197.04,367.18,795.91,562.68,Inf,1207,2752,725.52,1310.3,4700.1,1008.1,379.19,760.89,1474.2,364.77,Inf,708.73,1255.7,1953.5,595.61,1277.3,1155.4,0,2670.3,493.03,4701.2,Inf,1126.5,520.69,1767.4,2897.8,2542.4,168.15,1206.7,1883.8,Inf,573.88,758.48,362.62,2183.4,637.93,1420.7,965.26,1032.6,2424.4,8600.3,824.62,2596.8,450,1486.2,2712.1,228.28,605.8,1019.4,1691.8,921.85,597.2,1694.7,952.84,443.31,Inf,506.1,32.097,805.26,Inf,4760.7,400.04,Inf,Inf,618.11,905.51,1243.9,559.62,1321.9,1229.4,5089.9,1893.8,759,105.56,1123.3,1868.3,Inf,4833.6,1106,4639.9,330.28,Inf,1840.6,1282.3,137.29,1403.3,2020,1005.3,1390.8,632.5,418.96,734.68,808.6
2517.1,2717.3,2543.6,2547,2995.2,2736.8,3161.3,3097.8,109.04,2946.6,1363.8,2291.7,2773.7,2674.1,2781.4,1226.2,2409.5,2789.7,3023.3,2676.9,Inf,2203.6,2763.9,3001.1,2670.3,0,2226.2,Inf,1239.2,Inf,2182.1,Inf,250.66,133.42,2818.3,2964.7,787.12,2877.3,2367.4,2042,2974,2692.2,3095.5,2682.3,2972.2,3008.7,247.03,6021.7,3137.2,116.44,2605.6,2850.8,54.518,2599.1,3054.8,1758.8,981.94,2947,3227.3,2916.7,1826.9,2783.3,2430.8,2437.5,2671.2,2803.1,967.23,2698.7,2447.7,2848.2,2459.6,3100.2,3333,2542.5,2895.7,3066.7,3055,2877.5,3067.5,2240.9,2692.7,2561.7,802.96,2323.1,2447.1,2150.2,2531.4,2620.1,3020.1,2692.6,3093.9,2553.3,2730.8,2973.8,2806.3,2824.7,2265.3,2939.4,Inf,2839.1
627.92,491.57,325.61,328.08,830.44,543.2,956.11,1076.2,Inf,771.1,Inf,4306.4,760.38,459.45,635.42,1008.1,184.12,795.07,838.53,918.5,1502.4,140.56,Inf,Inf,493.03,2226.2,0,4313.5,1005.5,798.7,Inf,1278.3,2463.4,2095.4,600.44,999.19,1440.3,1071,786.71,Inf,749.57,1807.4,897.23,1070.9,869,926.28,1982.8,8203.6,Inf,2143.8,396.94,1172.6,2265.5,373.31,855.42,526.68,1244.4,831.54,Inf,1375.3,459.81,575.66,220.79,Inf,479.79,670.41,1296.8,4390.7,228.89,852.63,252.65,899.48,1148.8,877.68,697.85,1130.3,1064.1,4712.1,1589.8,347.5,565.13,768.18,Inf,Inf,Inf,697.26,4264,399.25,966.73,1473.2,1119.1,357.26,1066,1684.6,777.66,1081.7,215.7,725.92,249.05,701.1
4676.7,4785.5,4606.8,4639.6,5129.9,4854.7,5266.7,5265,2300.3,5076.4,3486.9,283.33,4931.2,4770.9,4917.2,3398,4494.3,4950.3,5149.4,4862.5,2946.8,4313.4,4949.5,5166.6,4701.2,Inf,4313.5,0,3421.5,4828.5,4266.5,3337.4,2196.7,2506.5,4868.3,5136.4,2972.1,Inf,4200,4167.3,5050.8,5016.2,5210.4,4889.1,5121.5,5162.7,2544.1,3912.6,5269.1,2525.1,4710.4,5060,2407.6,4671.6,5168.5,3906.4,3149.5,5093.3,5298.3,5152.4,3968,4888.3,4533.6,4546.5,4709.3,4942.4,3204.9,466.86,4541.5,5011,4521.1,5212.1,5461.2,Inf,5011.3,5247.2,5226,472.7,5324.1,4377.8,4699.1,4735.1,2987.8,4435.4,Inf,4329.6,317.65,4709.2,5179.6,4962.6,5269,4602.6,4933.5,5254.8,4962.8,5022.3,4385.9,5035.4,4175.2,4978.2
1283.1,1495.2,1330.1,1314.6,1758.8,1497.6,1922.2,1866.1,1335.7,1709,255.22,3385.7,1540.1,1438.6,1544.5,50.61,1184.5,1556.4,1785.3,1449.8,517.04,969.03,1537.1,1768.9,Inf,1239.2,1005.5,3421.5,0,1425.1,966.05,362.17,1485.7,1106.2,1605.7,1733.8,466.72,1654,1425.5,804.23,1743.2,1695.7,Inf,1468.7,1738.1,1775.1,1001.5,7250.9,1900.6,1147.8,1368.3,1639.5,1275.5,1377.2,1815.6,519.61,273.19,1712.5,1996.4,1732.3,587.95,1545.1,1195.7,1200.3,1472.9,Inf,292.89,3564.8,1216.3,1615.3,Inf,1861,2096.2,1315.9,1656.5,1838.9,1824.1,3850.6,Inf,1002,1521.3,1330,Inf,1086,3528.3,918.5,3420.7,1388.3,1787.1,1563.9,1864.3,1350.9,1514.1,1859.2,1572.6,1604.8,1026.8,1702.3,816.96,1603
179.39,949.44,939.38,761.65,443.72,566.98,792.48,Inf,2756.9,468.86,1341.8,Inf,149.31,747.78,373.92,1443.1,800.27,142.59,536.78,129.33,Inf,686.56,166.06,344.17,1126.5,Inf,798.7,4828.5,1425.1,0,Inf,1590.6,2906.9,2523.6,1076.6,308.86,1891.6,280.54,1552.9,714.31,956.18,1056.9,675.97,294.23,Inf,355.81,2423.6,8675.3,Inf,2557.2,676.68,374.86,2690.4,898.83,670.24,923.02,1697.3,328.01,1085.7,581.13,865.9,693.87,683.74,637.96,1094.5,335.3,1690.3,4940,744.91,192.15,932.64,706.01,728.18,146.14,607.53,419.86,399.11,Inf,792.99,Inf,1232,95.279,1875,631.08,4944.1,507.05,4804.3,796.3,363.42,714.18,Inf,1011.4,278.12,900.4,173.7,283.03,597.44,799.66,719.51,343.22
649.39,535.19,364.26,375,876.22,589.97,1003.1,1114.6,2270.2,817.36,818.8,4259.4,794.47,506.39,678.98,966.86,230.39,828.34,885.3,939.96,1458.9,149.63,988.92,1024.6,520.69,2182.1,Inf,4266.5,966.05,Inf,0,1246.8,2418.3,2051.6,640.12,1033.5,1395.8,1097.7,Inf,270.15,Inf,1818.7,944.24,1089.2,910.91,967.19,Inf,8156.7,1008.3,2100.9,443.96,1195.4,2221.8,417.12,Inf,501.18,1200.2,Inf,1047.9,1396.2,436.93,622.65,267.62,Inf,510.78,713.1,1258.2,4343.9,275.84,886.88,285.42,946.48,1195.7,Inf,744.87,1164.6,1100.6,4665.2,1611.6,357.41,584.24,787.8,1379.6,201.67,4394.6,705.28,4217.1,446.02,Inf,1486.8,1155.2,387.82,1086.3,1702.3,813.17,1105.7,230.61,772.82,243.64,744.45
1453.4,1752.4,1602.3,1556.1,1936.7,1699.3,2125.5,2031.2,1167.1,1892,Inf,3274.2,Inf,1668.2,1725.5,406.91,1444.4,1724,1970.3,1610.3,403.35,1213.8,1697.2,1934.6,1767.4,Inf,1278.3,3337.4,362.17,1590.6,1246.8,0,1316.9,933.45,1873,1898.1,436.78,1810.6,1784.3,1041.3,1980.8,1679.8,2051.2,Inf,1907.8,1943.2,836.28,7087.7,2078.4,966.68,1591.8,1784.4,1100,1637.1,2012.6,Inf,432.58,1883.7,2230.6,1853.3,825.8,1760.4,1432,1427.8,1757.1,1744.5,177.89,3529.7,1462.7,1782.1,1530.4,2058.8,2274.4,1475.8,1855.7,Inf,Inf,3784.4,2009.9,1202.7,Inf,1495.4,429.22,1316.8,3422.5,1085.1,3375.9,1629.5,1954,1638.5,2027.2,1634.2,1664.2,1926.3,1741.2,1758,1250,1921.9,1059.2,1780.2
